chr18_KI270863v1_alt	21444	21476	1	1	0	0	1	13
chr18_KI270863v1_alt	21444	21509	1	1	0	0	1	13
chr18_KI270863v1_alt	162929	162957	2	2	0	0	1	17
chr1_GL383519v1_alt	1005	1006	0	0	1	2	0	16
chr18_GL383572v1_alt	22289	22586	1	1	0	0	1	25
chr18_GL383572v1_alt	109219	109894	1	1	0	0	1	15
chr18_GL383572v1_alt	109219	109968	1	1	0	0	1	15
chr22_KI270731v1_random	11093	12022	1	1	0	1	0	22
chr22_KI270731v1_random	86340	86643	1	1	1	0	2	4
chrUn_KI270442v1	10215	34339	1	1	0	0	1	20
chrUn_KI270442v1	23354	41347	1	1	0	0	2	20
chrUn_KI270442v1	25008	58106	1	3	0	3	0	18
chrUn_KI270442v1	28859	49169	1	1	0	0	1	16
chrUn_KI270442v1	32845	45350	1	1	0	0	3	16
chrUn_KI270442v1	32845	57098	1	1	0	0	3	16
chrUn_KI270442v1	32845	68277	1	1	0	0	3	16
chrUn_KI270442v1	32870	36045	2	4	0	1	0	14
chrUn_KI270442v1	40785	48105	1	1	0	2	0	15
chrUn_KI270442v1	42767	82062	1	1	0	1	0	24
chrUn_KI270442v1	48986	74744	1	1	0	0	1	14
chrUn_KI270442v1	56311	77275	1	1	0	0	1	20
chrUn_KI270442v1	57034	83371	1	1	0	0	1	18
chrUn_KI270442v1	58247	67925	1	1	0	0	1	24
chrUn_KI270442v1	59408	80067	1	1	0	2	0	16
chrUn_KI270442v1	67694	85901	2	2	0	0	3	15
chrUn_KI270442v1	67694	88113	2	2	0	0	3	15
chrUn_KI270442v1	70252	82089	1	1	0	0	2	14
chrUn_KI270442v1	320382	378569	1	1	0	2	0	22
chr3_KI270895v1_alt	9719	9766	1	1	1	0	1	16
chr3_KI270895v1_alt	10919	11398	1	1	1	0	7	21
chr3_KI270895v1_alt	11591	11734	1	1	1	0	1	25
chr3_KI270895v1_alt	12311	12406	1	1	1	0	1	18
chr3_KI270895v1_alt	12455	12694	1	1	1	0	1	8
chr3_KI270895v1_alt	14317	14364	0	0	1	0	1	9
chr3_KI270895v1_alt	15375	15470	0	0	1	0	1	11
chr3_KI270895v1_alt	15575	15862	1	1	1	0	3	8
chr3_KI270895v1_alt	101196	101231	1	1	0	0	3	25
chr5_GL339449v2_alt	1054	9519	1	1	1	0	2	3
chr5_GL339449v2_alt	922056	922865	2	4	1	5	0	20
chr5_GL339449v2_alt	922596	923405	2	2	1	0	3	20
chrY	238517	240651	1	1	0	0	1	18
chrY	247665	247786	1	1	0	0	1	24
chrY	277357	277505	1	1	0	0	1	15
chrY	277357	277654	1	1	0	0	1	15
chrY	277357	277871	1	1	0	0	1	15
chrY	277357	278115	1	1	0	0	1	15
chrY	323568	323593	1	1	0	0	5	19
chrY	323568	323725	1	1	0	0	5	19
chrY	327294	327731	1	3	0	0	1	18
chrY	457107	457302	2	2	0	0	1	25
chrY	689534	689627	1	1	0	0	1	12
chrY	689534	689726	1	1	0	0	1	12
chrY	689534	690368	1	1	0	0	1	12
chrY	689746	690368	1	1	0	0	1	12
chrY	724765	724932	2	2	0	0	1	21
chrY	724826	724909	2	2	0	0	1	17
chrY	724868	725162	2	2	0	0	1	19
chrY	724953	724994	2	2	0	0	2	21
chrY	724953	725246	2	2	0	0	2	21
chrY	725079	725120	2	2	0	0	1	16
chrY	725079	725162	2	2	0	0	1	16
chrY	1053155	1054080	1	3	0	0	1	17
chrY	1208906	1212555	2	2	1	0	3	5
chrY	1219077	1219758	1	1	0	0	1	23
chrY	1219453	1219758	1	1	0	0	1	23
chrY	1314518	1314859	2	2	0	0	1	17
chrY	1314518	1315030	2	2	0	0	2	20
chrY	1314841	1315030	2	2	0	0	2	20
chrY	1314879	1315030	2	2	0	0	2	20
chrY	1363372	1364144	2	2	0	0	1	22
chrY	1388250	1388482	2	4	0	0	1	25
chrY	1461916	1462112	2	2	0	0	1	15
chrY	1462021	1462175	2	2	0	0	1	13
chrY	1462093	1462175	2	2	0	0	1	17
chrY	1473145	1473208	1	1	0	0	1	24
chrY	1536350	1537205	2	2	0	0	1	13
chrY	1620446	1659058	1	1	0	0	2	21
chrY	1661152	1661269	2	2	0	0	9	20
chrY	1661152	1661496	2	2	0	0	6	20
chrY	1661614	1661738	2	2	0	0	1	20
chrY	1701655	1702384	1	1	0	0	1	15
chrY	1702414	1702456	1	1	0	0	1	25
chrY	2186628	2186709	1	1	0	0	1	22
chrY	2186628	2186874	1	1	0	0	1	22
chrY	2186628	2187080	1	1	0	0	1	22
chrY	2264332	2264730	2	2	0	0	1	22
chrY	2376592	2376646	1	1	0	0	1	18
chrY	2629811	2632355	1	1	0	0	2	20
chrY	2630547	2631962	1	1	0	0	1	17
chrY	2663278	2707259	1	1	0	0	1	13
chrY	2708107	2708133	2	2	0	0	2	23
chrY	6533255	6535366	1	1	0	0	1	13
chrY	6533514	6535366	1	1	0	0	1	13
chrY	6534386	6535366	1	1	0	0	2	23
chrY	6534497	6535366	1	1	0	0	1	13
chrY	6534861	6535366	1	1	0	0	1	13
chrY	6535330	6535366	1	1	0	0	1	13
chrY	9337597	9337875	1	1	1	0	3	3
chrY	9337729	9337746	1	1	1	0	3	24
chrY	9467088	9467348	1	1	1	0	3	3
chrY	9487532	9487549	1	1	1	0	3	24
chrY	10632223	10647161	2	2	0	3	0	18
chrY	10656297	10749199	2	2	0	0	2	17
chrY	10660328	10663093	2	2	0	0	3	18
chrY	10661622	10667176	2	2	0	1	0	23
chrY	10668355	10767640	2	2	0	2	0	24
chrY	10673247	10760945	2	2	0	2	0	17
chrY	10677781	10817937	2	2	0	0	3	19
chrY	10692349	10794405	2	2	0	0	3	13
chrY	10693185	10781526	2	2	0	0	2	17
chrY	10745964	10753774	2	2	0	0	1	14
chrY	10745964	10771254	2	2	0	0	1	14
chrY	10748676	10892139	2	2	0	0	4	16
chrY	10749797	10832620	2	2	0	0	2	24
chrY	10751485	10773207	1	5	0	0	1	25
chrY	10752602	10817937	2	2	0	0	3	19
chrY	10757269	10761844	2	2	0	1	0	21
chrY	10757505	10776825	2	2	0	1	0	16
chrY	10761082	10892139	2	2	0	0	4	16
chrY	10761422	10813490	2	2	0	2	0	17
chrY	10767449	10811296	2	2	0	2	0	23
chrY	10768838	10798791	2	2	0	1	1	24
chrY	10772391	10773096	2	2	0	1	0	16
chrY	10773542	10794405	2	2	0	0	2	18
chrY	10777164	10831531	2	2	0	0	3	21
chrY	10786009	10794864	2	2	0	0	2	14
chrY	10786400	10788676	2	2	0	1	0	17
chrY	10789293	10885867	2	2	0	2	0	23
chrY	10797210	10836581	2	2	0	0	1	16
chrY	10799577	10849118	2	2	0	0	3	12
chrY	10804366	10815627	2	2	0	0	1	24
chrY	10805649	10835494	2	2	0	2	0	23
chrY	10806522	10820180	2	2	0	0	1	16
chrY	10808643	10831993	2	2	0	0	1	20
chrY	10809085	10815627	2	2	0	0	1	24
chrY	10810628	10815627	2	2	0	0	1	24
chrY	10812604	10836581	2	2	0	0	1	16
chrY	10813046	10831993	2	2	0	0	1	20
chrY	10813426	10828563	2	2	0	0	3	25
chrY	10815743	10878236	1	1	0	0	2	19
chrY	10819934	10878233	2	2	0	0	2	22
chrY	10823622	10939914	2	2	0	3	0	20
chrY	10825409	11001295	2	2	0	0	3	19
chrY	10827043	10892139	2	2	0	0	4	16
chrY	10829451	10835489	2	2	0	0	1	20
chrY	10831587	10843090	2	4	0	0	1	25
chrY	10831937	10878794	1	1	0	2	0	25
chrY	10838505	10877788	2	2	0	0	1	15
chrY	10841616	10849284	2	2	0	0	1	23
chrY	10848525	10858902	2	2	0	0	1	22
chrY	10851677	10892139	2	2	0	0	4	16
chrY	10864967	10896282	2	2	0	0	4	14
chrY	10867690	10902064	2	2	0	1	0	19
chrY	10870365	10874019	2	2	0	0	1	23
chrY	10870365	10885084	2	2	0	0	1	23
chrY	10870646	10878302	2	2	0	0	1	16
chrY	10871009	10902333	2	2	0	0	1	21
chrY	10882619	10956172	2	2	0	0	2	22
chrY	10882619	10962715	2	2	0	0	2	22
chrY	10892030	10938914	1	1	0	1	0	12
chrY	10902402	10905737	1	1	0	0	1	17
chrY	10902539	10909929	1	1	0	0	1	12
chrY	10902812	10905737	1	1	0	0	1	17
chrY	10903288	10905737	1	1	0	0	1	17
chrY	10903288	10916463	1	1	0	0	1	15
chrY	10903487	10916459	2	2	0	1	0	24
chrY	10903492	10909929	1	1	0	0	1	12
chrY	10903634	10917564	1	1	0	0	3	25
chrY	10903697	10905061	1	1	0	0	1	21
chrY	10903697	10906150	1	1	0	0	1	21
chrY	10903697	10906837	1	1	0	0	1	21
chrY	10903697	10910134	1	1	0	2	0	20
chrY	10903697	10910338	1	1	0	0	1	21
chrY	10903697	10914179	1	1	0	0	1	21
chrY	10903697	10914835	1	1	0	0	1	21
chrY	10903697	10917012	1	1	0	0	1	22
chrY	10903697	10918858	1	1	0	7	33	22
chrY	10903702	10917564	1	1	0	0	1	17
chrY	10903814	10903948	2	2	0	0	1	13
chrY	10904173	10904376	1	1	0	0	2	16
chrY	10904582	10905737	1	1	0	0	1	17
chrY	10904582	10907660	1	1	0	1	0	18
chrY	10904747	10916838	2	2	0	1	0	21
chrY	10904784	10914562	1	1	0	0	2	16
chrY	10904990	10914422	2	2	0	0	1	16
chrY	10905131	10905737	1	1	0	0	1	17
chrY	10905468	10905737	1	1	0	0	1	17
chrY	10907317	10916463	1	1	0	0	1	15
chrY	10907661	10907728	1	1	0	0	1	25
chrY	10907661	10914562	1	1	0	1	4	24
chrY	10907661	10915038	1	1	0	0	4	22
chrY	10908273	10914562	1	1	0	0	2	16
chrY	10908477	10920912	1	1	0	0	2	18
chrY	10909545	10916285	2	4	0	0	1	19
chrY	10910459	10912165	2	2	0	0	1	16
chrY	10912575	11326564	2	2	0	1	15	23
chrY	10914245	10915171	2	2	0	0	2	21
chrY	10914764	10919539	2	2	0	2	1	21
chrY	10914836	10918858	1	1	0	0	20	20
chrY	10914903	10916463	1	1	0	0	4	12
chrY	10915176	10918379	1	1	0	0	1	18
chrY	10915700	10920147	2	2	0	0	2	24
chrY	10916054	10916258	1	1	0	0	1	22
chrY	10916328	10919543	1	1	0	0	1	15
chrY	10916602	10917012	1	1	0	1	0	20
chrY	10917833	10918107	1	1	0	0	1	20
chrY	10918515	10920912	1	1	0	0	2	18
chrY	10922156	10941834	2	2	0	2	0	23
chrY	10925095	10986889	2	2	0	2	0	15
chrY	10928866	10955562	2	2	0	1	0	18
chrY	10934751	10950361	2	2	0	0	1	14
chrY	10935419	10972038	2	2	0	0	1	19
chrY	10935419	10978833	2	2	0	0	1	19
chrY	10940079	10989993	2	2	0	0	1	22
chrY	10943174	10972038	2	2	0	0	1	19
chrY	10945178	10972038	2	2	0	0	1	19
chrY	10945178	10978833	2	2	0	0	1	19
chrY	10950519	10950858	2	2	0	0	2	14
chrY	10955756	10982383	2	2	0	1	0	21
chrY	10955756	11001399	2	2	0	0	1	23
chrY	10959916	10989926	1	5	0	0	2	19
chrY	10964544	10981740	2	2	0	0	1	14
chrY	10964562	10992086	2	2	0	1	0	21
chrY	10967771	11010276	2	2	0	0	2	15
chrY	10967936	10971012	2	2	0	1	0	20
chrY	10971857	10992946	2	2	0	0	6	15
chrY	10971986	10985517	2	2	0	1	0	16
chrY	10974576	10987541	2	2	0	1	0	24
chrY	10984245	10992283	2	2	0	1	0	16
chrY	10986467	11019476	2	2	0	0	1	17
chrY	10995391	11009327	2	2	0	0	3	13
chrY	10999494	11010863	2	2	0	0	5	21
chrY	11181996	11182186	1	1	0	0	1	14
chrY	11301731	11488915	1	1	0	3	0	20
chrY	11304602	11305347	2	2	0	0	4	22
chrY	11304602	11305416	2	2	0	0	2	22
chrY	11304602	11305552	2	2	0	0	4	22
chrY	11304602	11305621	2	2	0	0	2	22
chrY	11304602	11311854	2	2	0	0	2	22
chrY	11304602	11312536	2	2	0	0	2	22
chrY	11304602	11312739	2	2	0	0	2	22
chrY	11304602	11312875	2	2	0	0	1	18
chrY	11304602	11328274	2	2	0	0	2	16
chrY	11304842	11312097	2	2	0	0	1	25
chrY	11304941	11305279	2	2	0	0	1	19
chrY	11304941	11311785	2	2	0	0	1	21
chrY	11304941	11318359	2	2	0	1	0	17
chrY	11304941	11327176	2	2	0	0	1	20
chrY	11304941	11328205	2	2	0	0	1	12
chrY	11305009	11305347	2	2	0	0	2	17
chrY	11305009	11305552	2	2	0	0	2	17
chrY	11305339	11309588	1	1	0	0	1	25
chrY	11305407	11312935	1	1	0	0	1	21
chrY	11305417	11305484	2	2	0	0	3	20
chrY	11305417	11312199	2	2	0	0	3	20
chrY	11305417	11312266	2	2	0	0	3	20
chrY	11305417	11312807	2	2	0	0	3	20
chrY	11305417	11313827	2	2	0	0	3	20
chrY	11305417	11320338	2	2	0	0	3	20
chrY	11305485	11312603	2	2	0	0	1	21
chrY	11305553	11313011	2	2	0	0	1	19
chrY	11305622	11311511	2	2	0	1	1	20
chrY	11305622	11313011	2	2	0	0	2	24
chrY	11305622	11313419	2	2	0	0	1	20
chrY	11305622	11320066	2	2	0	0	1	20
chrY	11305622	11325676	2	2	0	0	1	20
chrY	11305622	11329705	2	2	0	0	4	18
chrY	11305622	11330661	2	2	0	1	0	20
chrY	11305626	11318226	1	1	0	0	1	23
chrY	11305690	11306096	2	2	0	1	0	21
chrY	11305757	11309939	2	2	0	0	1	12
chrY	11305757	11312875	2	2	0	0	1	12
chrY	11305825	11317470	2	2	0	1	0	22
chrY	11306029	11318085	2	2	0	0	2	15
chrY	11306934	11314936	2	2	0	0	1	18
chrY	11308075	11322716	2	2	0	0	1	19
chrY	11308737	11316748	2	2	0	0	1	20
chrY	11308986	11309122	1	1	0	0	2	16
chrY	11308986	11311721	1	1	0	0	2	16
chrY	11309393	11318633	2	2	0	0	1	22
chrY	11309472	11329920	1	1	0	1	0	23
chrY	11309802	11310826	2	2	0	0	1	20
chrY	11309802	11318905	2	2	0	0	1	20
chrY	11309802	11325265	2	2	0	0	1	20
chrY	11309802	11327997	2	2	0	0	1	20
chrY	11309871	11312199	2	2	0	0	1	15
chrY	11309871	11312266	2	2	0	0	1	15
chrY	11309871	11313827	2	2	0	0	1	15
chrY	11309871	11317948	2	2	0	0	2	15
chrY	11309871	11320338	2	2	0	0	1	15
chrY	11309871	11323700	2	2	0	0	1	15
chrY	11310008	11310213	2	2	0	0	1	12
chrY	11310008	11310621	2	2	0	0	1	12
chrY	11310283	11329433	2	2	0	0	3	20
chrY	11310622	11319452	2	2	0	0	2	21
chrY	11310680	11319783	1	1	0	0	1	22
chrY	11310690	11328205	2	2	0	0	2	24
chrY	11310758	11317470	2	2	0	0	1	19
chrY	11310758	11320270	2	2	0	0	2	20
chrY	11310895	11318973	1	1	0	0	1	14
chrY	11310895	11325333	1	1	0	0	1	14
chrY	11310963	11326699	2	2	0	0	1	19
chrY	11311238	11311785	2	2	0	2	1	20
chrY	11311238	11313554	2	2	0	0	1	16
chrY	11311238	11329433	2	2	0	0	1	15
chrY	11311512	11313214	2	2	0	0	1	22
chrY	11311581	11313214	2	2	0	0	1	22
chrY	11311654	11312064	1	1	0	0	1	16
chrY	11311891	11312097	2	2	0	0	1	25
chrY	11311924	11313419	2	2	0	0	1	20
chrY	11311924	11320066	2	2	0	0	1	20
chrY	11311924	11324171	2	2	0	0	1	20
chrY	11311924	11328891	2	2	0	0	1	20
chrY	11312061	11312807	2	2	0	0	1	22
chrY	11312130	11328274	2	2	0	0	1	16
chrY	11312267	11325814	2	2	0	0	5	16
chrY	11312267	11329027	2	2	0	0	1	19
chrY	11312334	11318633	2	2	0	0	1	23
chrY	11312334	11324993	2	2	0	0	1	23
chrY	11312334	11325814	2	2	0	0	5	16
chrY	11312334	11327725	2	2	0	0	1	23
chrY	11312449	11317109	2	2	0	0	1	20
chrY	11312449	11317313	2	2	0	1	3	20
chrY	11312604	11319452	2	2	0	0	4	21
chrY	11312640	11312775	2	2	0	0	1	19
chrY	11312788	11317109	2	2	0	1	0	16
chrY	11312808	11326564	2	2	0	1	4	23
chrY	11312945	11318359	2	2	0	0	1	21
chrY	11312945	11319860	2	2	0	0	1	21
chrY	11312945	11329705	2	2	0	0	5	18
chrY	11313031	11313982	1	1	0	0	1	18
chrY	11313031	11314050	1	1	0	0	2	13
chrY	11313031	11328910	1	1	0	1	0	22
chrY	11313031	11329249	1	1	0	0	1	18
chrY	11313263	11317109	2	2	0	1	0	18
chrY	11313325	11325855	1	3	0	0	1	19
chrY	11313352	11318768	2	2	0	0	1	12
chrY	11313352	11319792	2	2	0	0	1	12
chrY	11313352	11320270	2	2	0	0	2	20
chrY	11313352	11325128	2	2	0	0	1	12
chrY	11313420	11313827	2	2	0	0	2	19
chrY	11313420	11326362	2	2	0	0	2	19
chrY	11313420	11330113	2	2	0	0	3	20
chrY	11313488	11328274	2	2	0	0	2	16
chrY	11313761	11325539	2	2	0	0	1	16
chrY	11313964	11325676	2	2	0	0	1	16
chrY	11313964	11326294	2	2	0	0	2	19
chrY	11314012	11320046	2	4	0	0	2	13
chrY	11316411	11333821	1	1	0	0	1	15
chrY	11316867	11323505	1	1	0	0	1	20
chrY	11317198	11317743	2	2	0	1	0	22
chrY	11317334	11326564	2	2	0	1	4	21
chrY	11317775	11319484	1	1	0	1	0	16
chrY	11317985	11327143	2	2	0	0	1	20
chrY	11318086	11320338	2	2	0	0	1	16
chrY	11318086	11323700	2	2	0	0	1	16
chrY	11318086	11326294	2	2	0	0	1	16
chrY	11318086	11326362	2	2	0	0	1	16
chrY	11318086	11327107	2	2	0	0	1	16
chrY	11318086	11329230	2	2	0	0	1	20
chrY	11318086	11329433	2	2	0	0	1	12
chrY	11318154	11318359	2	2	0	0	1	15
chrY	11318154	11320270	2	2	0	1	0	22
chrY	11318154	11324721	2	2	0	0	1	15
chrY	11318291	11319929	2	2	0	0	1	12
chrY	11318291	11326294	2	2	0	0	2	20
chrY	11318291	11330045	2	2	0	0	1	20
chrY	11318360	11325676	2	2	0	0	1	16
chrY	11318408	11328185	2	2	0	0	1	22
chrY	11318428	11329433	2	2	0	0	2	15
chrY	11318701	11319110	2	2	0	0	5	17
chrY	11318701	11319452	2	2	0	0	9	21
chrY	11318701	11324378	2	2	0	0	1	17
chrY	11318759	11319783	1	1	0	0	1	22
chrY	11318769	11328205	2	2	0	0	2	24
chrY	11318769	11329772	2	2	0	0	1	16
chrY	11318837	11320270	2	2	0	0	2	20
chrY	11319042	11327519	2	2	0	0	9	20
chrY	11319042	11328136	2	2	0	0	12	20
chrY	11319042	11329976	2	2	0	0	1	20
chrY	11319111	11325676	2	2	0	0	1	16
chrY	11319384	11326294	2	2	0	0	2	20
chrY	11319384	11330045	2	2	0	0	1	20
chrY	11319426	11328796	1	1	0	0	2	14
chrY	11319521	11320542	2	2	0	0	1	23
chrY	11319521	11326019	2	2	0	0	1	23
chrY	11319725	11324378	2	2	0	0	1	17
chrY	11319861	11329433	2	2	0	0	1	15
chrY	11319999	11325676	2	2	0	0	1	16
chrY	11319999	11327997	2	2	0	1	0	20
chrY	11320067	11326362	2	2	0	0	2	19
chrY	11320067	11330113	2	2	0	0	3	20
chrY	11320135	11328274	2	2	0	0	2	16
chrY	11320271	11324515	2	2	0	0	1	20
chrY	11320271	11331136	2	2	0	0	1	20
chrY	11320475	11328205	2	2	0	0	1	12
chrY	11320574	11324821	1	1	0	1	0	19
chrY	11323530	11330218	2	2	0	1	0	21
chrY	11324274	11325709	2	2	0	0	1	20
chrY	11324274	11328444	2	2	0	0	4	22
chrY	11324379	11325676	2	2	0	0	1	16
chrY	11324516	11324721	2	2	0	0	1	15
chrY	11324653	11326294	2	2	0	0	2	20
chrY	11324653	11330045	2	2	0	0	1	20
chrY	11324691	11325440	1	1	0	0	1	23
chrY	11324695	11326199	1	1	0	0	1	19
chrY	11324717	11324784	2	2	0	0	1	25
chrY	11324717	11327583	2	2	0	1	0	20
chrY	11324717	11329428	2	2	0	0	3	25
chrY	11324790	11325676	2	2	0	1	0	17
chrY	11325129	11328205	2	2	0	0	2	24
chrY	11325129	11329772	2	2	0	0	1	16
chrY	11325239	11327217	1	3	0	0	1	14
chrY	11325471	11329501	2	2	0	0	1	20
chrY	11325677	11329433	2	2	0	0	1	15
chrY	11325746	11329908	2	2	0	0	1	22
chrY	11325883	11329230	2	2	0	1	0	20
chrY	11326020	11328960	2	2	0	0	1	17
chrY	11326227	11326294	2	2	0	0	3	22
chrY	11326227	11329501	2	2	0	0	3	22
chrY	11326430	11327725	2	2	0	0	1	23
chrY	11327039	11327997	2	2	0	0	1	20
chrY	11327177	11329908	2	2	0	0	1	22
chrY	11327451	11330045	2	2	0	0	1	20
chrY	11327520	11329705	2	2	0	3	2	17
chrY	11327520	11329908	2	2	0	0	1	20
chrY	11327542	11330135	2	2	0	0	1	18
chrY	11328412	11329433	2	2	0	0	1	15
chrY	11328412	11329908	2	2	0	0	1	22
chrY	11328481	11328891	2	2	0	1	0	20
chrY	11328755	11329908	2	2	0	0	1	22
chrY	11328824	11328891	2	2	0	0	1	20
chrY	11329639	11329705	2	2	0	0	15	24
chrY	11329826	11330029	1	1	0	0	1	14
chrY	11329826	11330234	1	1	0	0	1	14
chrY	11329957	11330093	2	2	0	0	1	20
chrY	11330114	11330250	2	2	0	0	2	20
chrY	11330114	11330524	2	2	0	0	2	20
chrY	11330114	11331136	2	2	0	0	2	20
chrY	11493709	11654468	1	1	0	0	3	18
chrY	11494119	11507929	1	1	0	0	1	19
chrY	11515301	11539239	2	2	0	3	0	20
chrY	11520864	11525502	1	3	0	1	0	13
chrY	11683094	11693685	1	1	0	1	0	22
chrY	11683233	11713593	2	2	0	0	1	16
chrY	11705836	11738675	2	2	0	2	0	24
chrY	13479318	13479513	2	2	1	1	0	3
chrY	20057872	20091345	1	1	0	0	1	15
chrY	20069835	20070084	2	2	0	0	1	14
chrY	20075803	20081934	2	2	0	0	1	18
chrY	20111511	20116277	1	1	0	0	3	16
chrY	20130430	20138685	2	2	0	0	2	20
chrY	20130430	20138935	2	2	0	0	2	20
chrY	20259541	20259790	1	1	0	0	1	14
chrY	20270895	20314804	2	2	0	0	1	23
chrY	20272082	20297671	1	1	0	0	1	25
chrY	20272082	20314867	1	1	0	0	1	25
chrY	20314686	20316060	1	1	0	1	0	24
chrY	20315993	20317866	1	1	0	0	3	16
chrY	20318310	20347312	1	1	0	0	1	14
chrY	26641853	26655502	1	1	0	0	1	24
chrY	26641858	26642582	1	1	0	0	1	21
chrY	26654087	26654919	1	1	0	1	0	18
chrY	56829194	56832279	2	2	0	1	0	20
chrY	56829636	56834547	2	2	0	0	1	14
chrY	56830807	56833343	2	2	0	0	2	21
chrY	56831988	56834547	2	2	0	0	1	14
chrY	56833278	56833343	2	2	0	0	2	21
chrY	56833548	56834547	2	2	0	0	1	14
chrY	56834515	56835620	2	2	0	3	0	22
chrY	56835803	56836413	2	2	0	0	1	15
chrY	56836550	56836761	2	2	0	0	1	18
chrY	56837172	56839694	2	2	0	0	2	20
chrY	56837504	56843844	2	2	0	2	3	16
chrY	56837556	56843418	1	1	0	0	2	22
chrY	56837809	56842446	1	1	0	4	0	17
chrY	56838218	56842787	1	1	0	1	0	20
chrY	56838490	56842787	1	1	0	2	0	23
chrY	56838694	56848938	1	1	0	0	1	20
chrY	56838899	56843738	1	1	0	0	1	15
chrY	56838910	56840070	2	2	0	0	1	24
chrY	56839008	56844462	1	1	0	0	6	22
chrY	56839008	56846526	1	1	0	0	6	22
chrY	56839105	56839648	1	1	0	0	1	17
chrY	56839376	56840947	1	1	0	1	0	19
